4nonimizer|4nonimizer|null|https://github.com/Hackplayers/4nonimizer.git|git|git
A-Rat|A-Rat|exploitation_tools|https://github.com/Xi4u7/A-Rat.git|git|python,git
ADB-Toolkit|ADB-Toolkit|null|https://github.com/ASHWIN990/ADB-Toolkit.git|git|git
ATSCAN|ATSCAN|exploitation_tools|https://github.com/AlisamTechnology/ATSCAN.git|git|git
AndroBugs_Framework|AndroBugs_Framework|null|https://github.com/AndroBugs/AndroBugs_Framework.git|git|python,git
Androspy|Androspy|null|https://github.com/TunisianEagles/Androspy.git|git|git
AutoPixieWps|AutoPixieWps|null|https://github.com/nxxxu/AutoPixieWps.git|git|python,git
Automater|TekDefense-Automater|information_gathering|https://github.com/1aN0rmus/TekDefense-Automater.git|git|python,git
Auxscan|Auxscan|null|https://github.com/Gameye98/Auxscan.git|git|python,git
BAF|BAF|null|https://github.com/engMaher/BAF.git|git|python,git
BadMod|BadMod|null|https://github.com/MrSqar-Ye/BadMod.git|git|php,git
BeeLogger|BeeLogger|null|https://github.com/4w4k3/BeeLogger.git|git|python,git
Black-Hydra|Black-Hydra|null|https://github.com/Gameye98/Black-Hydra.git|git|python,git
Blazy|Blazy|null|https://github.com/UltimateHackers/Blazy.git|git|python,git
Breacher|Breacher|web_hacking|https://github.com/UltimateHackers/Breacher.git|git|python,git
Brutal|Brutal|exploitation_tools|https://github.com/Screetsec/Brutal.git|git|git
BruteX|BruteX|web_hacking|https://github.com/1N3/BruteX.git|git|python,git
CHAOS|CHAOS|null|https://github.com/tiagorlampert/CHAOS.git|git|golang,git
CMSeeK|CMSeeK|null|https://github.com/Tuhinshubhra/CMSeeK.git|git|python,git
CMSmap|CMSmap|information_gathering|https://github.com/Dionach/CMSmap.git|git|python,git
CeWL|CeWL|password_attack|https://github.com/digininja/CeWL.git|git|ruby,git
Clickjacking-Tester|Clickjacking-Tester|null|https://github.com/D4Vinci/Clickjacking-Tester.git|git|python,git
Cookie-stealer|Cookie-stealer|null|https://github.com/Xyl2k/Cookie-stealer.git|git|php,git
CrawlBox|CrawlBox|null|https://github.com/abaykan/CrawlBox.git|git|python,git
CredSniper|CredSniper|null|https://github.com/ustayready/CredSniper.git|git|python,git
Crips|Crips|information_gathering|https://github.com/Manisso/Crips.git|git|python,git
CyberScan|CyberScan|null|https://github.com/medbenali/CyberScan.git|git|python,git
D-TECT|D-TECT|information_gathering,vulnerability_scanner|https://github.com/shawarkhanethicalhacker/D-TECT.git|git|python,git
DHCPig|DHCPig|stress_testing|https://github.com/kamorin/DHCPig.git|git|python,git
DKMC|DKMC|null|https://github.com/Mr-Un1k0d3r/DKMC.git|git|python,git
DSSS|DSSS|vulnerability_scanner|https://github.com/stamparm/DSSS.git|git|python,git
DSVW|DSVW|null|https://github.com/stamparm/DSVW.git|git|python,git
DSXS|DSXS|null|https://github.com/stamparm/DSXS.git|git|python,git
Devploit|Devploit|information_gathering|https://github.com/joker25000/Devploit.git|git|python,git
Dr0p1t-Framework|Dr0p1t-Framework|null|https://github.com/D4Vinci/Dr0p1t-Framework.git|git|python,git
Dracnmap|Dracnmap|null|https://github.com/Screetsec/Dracnmap.git|git|git
EagleEye|EagleEye|null|https://github.com/ThoughtfulDev/EagleEye.git|git|python,git
EasY_HaCk|EasY_HaCk|null|https://github.com/sabri-zaki/EasY_HaCk.git|git|python,git
EggShell|EggShell|null|https://github.com/neoneggplant/EggShell.git|git|python,git
Email-Spammer|Email-Spammer|null|https://github.com/Juniorn1003/Email-Spammer.git|git|python,git
Empire|Empire|null|https://github.com/EmpireProject/Empire.git|git|git
EvilURL|EvilURL|information_gathering|https://github.com/UndeadSec/EvilURL.git|git|python,git
ExploitOnCLI|ExploitOnCLI|exploitation_tools|https://github.com/r00tmars/ExploitOnCLI.git|git|php,git
EyeWitness|EyeWitness|information_gathering|https://github.com/FortyNorthSecurity/EyeWitness.git|git|python,git
FBUPv2.0|FBUPv2.0|null|https://github.com/mrSilent0598/FBUPv2.0.git|git|python,git
FakeImageExploiter|FakeImageExploiter|null|https://github.com/r00t-3xp10it/FakeImageExploiter.git|git|git
Findsploit|Findsploit|null|https://github.com/1N3/Findsploit.git|git|git
Gemail-Hack|Gemail-Hack|null|https://github.com/Ha3MrX/Gemail-Hack.git|git|python,git
Gloom-Framework|Gloom-Framework|null|https://github.com/StreetSec/Gloom-Framework.git|git|python,git
GoblinWordGenerator|GoblinWordGenerator|null|https://github.com/UndeadSec/GoblinWordGenerator.git|git|python,git
GoldenEye|GoldenEye|stress_testing|https://github.com/jseidl/GoldenEye.git|git|python,git
HT-WPS-Breaker|HT-WPS-Breaker|null|https://github.com/SilentGhostX/HT-WPS-Breaker.git|git|git
HTools|HTools|null|https://github.com/mehedishakeel/HTools.git|git|git
Hash-Buster|Hash-Buster|password_attack|https://github.com/UltimateHackers/Hash-Buster.git|git|python,git
Hatch|Hatch|null|https://github.com/MetaChar/Hatch.git|git|python,git
HiddenEye|HiddenEye|null|https://github.com/DarkSecDevelopers/HiddenEye.git|git|python,git
Hunner|Hunner|null|https://github.com/b3-v3r/Hunner.git|git|python,git
IP-FY|IP-FY|information_gathering,ip_tracking|https://github.com/T4P4N/IP-FY.git|git|python,git
IP-Locator|IP-Locator|null|https://github.com/zanyarjamal/IP-Locator.git|git|perl,git
IP-Tracer|IP-Tracer|information_gathering,ip_tracking|https://github.com/Rajkumrdusad/IP-Tracer|git|php,git
IPGeoLocation|IPGeoLocation|ip_tracking|https://github.com/maldevel/IPGeoLocation.git|git|python,git
InSpy|InSpy|information_gathering|https://github.com/leapsecurity/InSpy.git|git|python,git
Infoga|Infoga|information_gathering|https://github.com/m4ll0k/Infoga.git|git|python,git
Instahack|Instahack|null|https://github.com/avramit/Instahack.git|git|python,git
Intersect-2.5|Intersect-2.5|maintaining_access|https://github.com/deadbits/Intersect-2.5.git|git|python,git
JohnTheRipper|JohnTheRipper|password_attack|https://github.com/magnumripper/JohnTheRipper.git|git|clang,gcc,g++,git
KatanaFramework|KatanaFramework|null|https://github.com/PowerScript/KatanaFramework.git|git|python,git
KnockMail|KnockMail|sniffing_spoofing|https://github.com/4w4k3/KnockMail.git|git|python,git
LALIN|LALIN|null|https://github.com/Screetsec/LALIN.git|git|git
LFISuite|LFISuite|null|https://github.com/D35m0nd142/LFISuite.git|git|python,git
LITEDDOS|LITEDDOS|ddos|https://github.com/4L13199/LITEDDOS.git|git|python,git
LITESPAM|LITESPAM|null|https://github.com/4L13199/LITESPAM.git|git|php,git
Lazymux|Lazymux|null|https://github.com/Gameye98/Lazymux.git|git|python,git
Leaked|Leaked|null|https://github.com/GitHackTools/Leaked.git|git|python,git
Mercury|Mercury|null|https://github.com/MetaChar/Mercury.git|git|python,git
Meterpreter_Paranoid_Mode-SSL|Meterpreter_Paranoid_Mode-SSL|exploitation_tools|https://github.com/r00t-3xp10it/Meterpreter_Paranoid_Mode-SSL.git|git|git
MyServer|MyServer|web_server|https://github.com/Rajkumrdusad/MyServer.git|git|python,git
Nethunter-In-Termux|Nethunter-In-Termux|null|https://github.com/Hax4us/Nethunter-In-Termux.git|git|git
OSIF|OSIF|information_gathering|https://github.com/ciku370/OSIF.git|git|python,git
PadBuster|PadBuster|web_hacking|https://github.com/AonCyberLabs/PadBuster.git|git|perl,git
Parat|Parat|null|https://github.com/micle-fm/Parat.git|git|python,git
Parsero|Parsero|information_gathering|https://github.com/behindthefirewalls/Parsero.git|git|python,git
PiDense|PiDense|null|https://github.com/WiPi-Hunter/PiDense.git|git|python,git
Planetwork-DDOS|Planetwork-DDOS|ddos,stress_testing|https://github.com/Hydra7/Planetwork-DDOS.git|git|python,git
PowerSploit|PowerSploit|maintaining_access|https://github.com/PowerShellMafia/PowerSploit.git|git|git
PwnSTAR|PwnSTAR|null|https://github.com/SilverFoxx/PwnSTAR.git|git|python,git
PyBozoCrack|PyBozoCrack|null|https://github.com/ikkebr/PyBozoCrack.git|git|python,git
Pybelt|Pybelt|null|https://github.com/Ekultek/Pybelt.git|git|python,git
Pyrit|Pyrit|wireless_testing|https://github.com/JPaulMora/Pyrit.git|git|python,clang,gcc,git
QRLJacking|QRLJacking|null|https://github.com/OWASP/QRLJacking.git|git|python,git
RED_HAWK|RED_HAWK|information_gathering,vulnerability_scanner|https://github.com/Tuhinshubhra/RED_HAWK.git|git|php,git
RTLSDR-Scanner|RTLSDR-Scanner|wireless_testing|https://github.com/EarToEarOak/RTLSDR-Scanner.git|git|python,git
ReconDog|ReconDog|information_gathering|https://github.com/UltimateHackers/ReconDog.git|git|python,git
RegRipper2.8|RegRipper2.8|forensics_tools|https://github.com/keydet89/RegRipper2.8.git|git|perl,git
Remot3d|Remot3d|null|https://github.com/KeepWannabe/Remot3d.git|git|git
Responder|Responder|sniffing_spoofing|https://github.com/lgandx/Responder.git|git|python,git
ReverseAPK|ReverseAPK|null|https://github.com/1N3/ReverseAPK.git|git|git
SCANNER-INURLBR|SCANNER-INURLBR|web_hacking|https://github.com/googleinurl/SCANNER-INURLBR.git|git|php,git
SET|social-engineer-toolkit|information_gathering,exploitation_tools,password_attack,sniffing_spoofing|https://github.com/trustedsec/social-engineer-toolkit.git|git|python,git
SH33LL|SH33LL|vulnerability_scanner,web_hacking|https://github.com/LOoLzeC/SH33LL.git|git|python,git
SMBrute|SMBrute|null|https://github.com/m4ll0k/SMBrute.git|git|python,git
SecLists|SecLists|password_attack|https://github.com/danielmiessler/SecLists.git|git|php,perl,git
Simple-Fuzzer|Simple-Fuzzer|vulnerability_scanner|https://github.com/orgcandman/Simple-Fuzzer.git|git|clang,gcc,git
Sn1per|Sn1per|null|https://github.com/1N3/Sn1per.git|git|python,git
SocialBox|SocialBox|sniffing_spoofing|https://github.com/TunisianEagles/SocialBox.git|git|git
SocialFish|SocialFish|password_attack,sniffing_spoofing|https://github.com/UndeadSec/SocialFish.git|git|python,git
Spammer-Email|Spammer-Email|sniffing_spoofing|https://github.com/p4kl0nc4t/Spammer-Email.git|git|python,git
Spammer-Grab|Spammer-Grab|sniffing_spoofing|https://github.com/p4kl0nc4t/Spammer-Grab.git|git|python,git
Stitch|Stitch|null|https://github.com/nathanlopez/Stitch.git|git|python,git
Striker|Striker|vulnerability_scanner|https://github.com/s0md3v/Striker.git|git|python,git
Sublist3r|Sublist3r|information_gathering|https://github.com/aboul3la/Sublist3r.git|git|python,git
TermuxAlpine|TermuxAlpine|termux_os|https://github.com/Hax4us/TermuxAlpine.git|git|proot,git
Th3inspector|Th3inspector|null|https://github.com/Moham3dRiahi/Th3inspector.git|git|perl,git
The-Eye|The-Eye|null|https://github.com/EgeBalci/The-Eye.git|git|golang,git
TheFatRat|TheFatRat|null|https://github.com/Screetsec/TheFatRat.git|git|git
Tool-X|Tool-X|null|https://github.com/Rajkumrdusad/Tool-X.git|git|python,git
TorStat|TorStat|null|https://github.com/s0cket7/TorStat.git|git|python,git
Trity|Trity|null|https://github.com/toxic-ig/Trity.git|git|python,git
Umbrella|Umbrella|null|https://github.com/4w4k3/Umbrella.git|git|git
Vegile|Vegile|null|https://github.com/Screetsec/Vegile.git|git|git
WAScan|WAScan|information_gathering,vulnerability_scanner,web_hacking|https://github.com/m4ll0k/WAScan.git|git|python,git
WP-plugin-scanner|WP-plugin-scanner|web_hacking|https://github.com/mintobit/WP-plugin-scanner.git|git|python,git
WPSeku|WPSeku|null|https://github.com/m4ll0k/WPSeku.git|git|python,git
WebScarab|OWASP-WebScarab|web_hacking|https://github.com/OWASP/OWASP-WebScarab.git|git|git
WebXploiter|WebXploiter|web_hacking,exploitation_tools|https://github.com/a0xnirudh/WebXploiter.git|git|python,git
WhatWeb|WhatWeb|web_hacking|https://github.com/urbanadventurer/WhatWeb.git|git|python,git
